title|doi
Protein synthesis is suppressed in sporadic and familial Parkinson’s disease by LRRK2|10.1096/fj.202001046r
Dystonic Golfer's cramp: Pilot study of propranolol and looking at the hole|10.1016/j.parkreldis.2020.09.018
Association of PICALM with Cognitive Impairment in Parkinson's Disease|10.1002/mds.28283
At the dawn of the transcriptomic medicine|10.1177/1535370220954788
Clinical Conditions “Suggestive of Progressive Supranuclear Palsy”—Diagnostic Performance|10.1002/mds.28263
Hemispheric Network Expression in Parkinson’s Disease: Relationship to Dopaminergic Asymmetries|10.3233/jpd-202117
The Effect of the COVID-19 Pandemic on People with Parkinson’s Disease|10.3233/jpd-202249
Four‐Year Follow‐up of [18F]Fluorodeoxyglucose Positron Emission Tomography–Based Parkinson's Disease–Related Pattern Expression in 20 Patients with Isolated Rapid Eye Movement Sleep Behavior Disorder Shows Prodromal Progression|10.1002/mds.28260
Genome Sequences of Novel Torque Teno Viruses Identified in Human Brain Tissue|10.1128/mra.00924-20
New 2013 incidence peak in childhood narcolepsy: more than vaccination?|10.1093/sleep/zsaa172
A patient-based model of RNA mis-splicing uncovers treatment targets in Parkinson’s disease|10.1126/scitranslmed.aau3960
Dopaminergic therapy and prefrontal activation during walking in individuals with Parkinson’s disease: does the levodopa overdose hypothesis extend to gait?|10.1007/s00415-020-10089-x
Mining genetic and transcriptomic data using machine learning approaches in Parkinson’s disease|10.1038/s41531-020-00127-w
An Increased Burden of Highly Active Retrotransposition Competent L1s Is Associated with Parkinson’s Disease Risk and Progression in the PPMI Cohort|10.3390/ijms21186562
Calcium, Bioenergetics, and Parkinson’s Disease|10.3390/cells9092045
Coexistent Osteoarthritis and Parkinson’s Disease: Data from the Parkinson’s Foundation Outcomes Project|10.3233/jpd-202170
Perceptions of Compensation Strategies for Gait Impairments in Parkinson’s Disease: A Survey Among 320 Healthcare Professionals|10.3233/jpd-202176
The Impact of the COVID-19 Pandemic on Psychological Distress, Physical Activity, and Symptom Severity in Parkinson’s Disease|10.3233/jpd-202251
Two C-terminal sequence variations determine differential neurotoxicity between human and mouse α-synuclein|10.1186/s13024-020-00380-w
Helicobacter pylori Eradication in Parkinson's Disease: A Randomized Placebo‐Controlled Trial|10.1002/mds.28248
When antibodies mislead: the quest for validation|10.1038/d41586-020-02549-1
Non-Coding RNAs in the Brain-Heart Axis: The Case of Parkinson’s Disease|10.3390/ijms21186513
Characterization of Anchorless Human PrP With Q227X Stop Mutation Linked to Gerstmann-Sträussler-Scheinker Syndrome In Vivo and In Vitro|10.1007/s12035-020-02098-8
Longitudinal Measurements of Glucocerebrosidase activity in Parkinson’s patients|10.1002/acn3.51164
Neurofilament Light Chain Related to Longitudinal Decline in Frontotemporal Lobar Degeneration|10.1212/cpj.0000000000000959
Progressive Ataxia with Hemiplegic Migraines: a Phenotype of CACNA1A Missense Mutations, Not CAG Repeat Expansions|10.1007/s12311-020-01185-9
Use of photoacoustic imaging for monitoring vascular disrupting cancer treatments|10.1002/jbio.202000209
In Search of Effective Treatments Targeting α-Synuclein Toxicity in Synucleinopathies: Pros and Cons|10.3389/fcell.2020.559791
A Phase 1 Randomized Trial of Specific Active α‐Synuclein Immunotherapies PD01A and PD03A in Multiple System Atrophy|10.1002/mds.28218
A Single Amino Acid Determines the Selectivity and Efficacy of Selective Negative Allosteric Modulators of CaV1.3 L-Type Calcium Channels|10.1021/acschembio.0c00577
Can Autonomic Testing and Imaging Contribute to the Early Diagnosis of Multiple System Atrophy? A Systematic Review and Recommendations by the Movement Disorder Society Multiple System Atrophy Study Group|10.1002/mdc3.13052
Dopaminergic Retinal Cell Loss and Visual Dysfunction in Parkinson Disease|10.1002/ana.25897
Serum BDNF levels correlate with regional cortical thickness in minor depression: a pilot study|10.1038/s41598-020-71317-y
Telemedicine in Movement Disorders: Leçons du COVID‐19|10.1002/mds.28297
Validation of the Waterless Empirical Taste Test (WETT®)|10.3758/s13428-020-01463-8
Application of the ‘5-2-1’ Screening Criteria in Advanced Parkinson’s Disease: Interim Analysis of DUOGLOBE|10.2217/nmt-2020-0021
Clinical spectrum of the pentanucleotide repeat expansion in the RFC1 gene in ataxia syndromes|10.1212/wnl.0000000000010744
Two Patients with Niemann Pick Disease Type C Diagnosed in the Seventh Decade of Life|10.1002/mdc3.13085
A New Day: The Role of Telemedicine in Reshaping Care for Persons With Movement Disorders|10.1002/mds.28296
Abstracts|10.1111/jsr.13181
Chemosensory Dysfunction in COVID‐19: Prevalences, Recovery Rates, and Clinical Associations on a Large Brazilian Sample|10.1177/0194599820954825
Chorea in IgLON5‐Mediated Autoimmune Encephalitis|10.1002/mdc3.13061
Fluence-matching technique using photoacoustic radiofrequency spectra for improving estimates of oxygen saturation|10.1016/j.pacs.2020.100182
Glycopeptide drugs: A pharmacological dimension between “Small Molecules” and “Biologics”|10.1016/j.peptides.2020.170369
High‐Frequency Palatal Tremor and Stimulus‐Sensitive Leg Myoclonus with Degeneration of Inferior Olivary Nuclei in Celiac Disease|10.1002/mdc3.13079
Meaning and Dignity Therapies for Psychoneurology in Neuropalliative Care: A Vision for the Future|10.1089/jpm.2020.0129
Moving towards home-based community-centred integrated care in Parkinson's disease|10.1016/j.parkreldis.2020.07.001
Neural activity in functional movement disorders after inpatient rehabilitation|10.1016/j.pscychresns.2020.111125
Neutrophil activation in Alzheimer’s disease and mild cognitive impairment: A systematic review and meta-analysis of protein markers in blood and cerebrospinal fluid|10.1016/j.arr.2020.101130
Personalized Care Management for Persons with Parkinson’s Disease|10.3233/jpd-202126
Race, Kidney Transplants, Immunosuppression Research, and White Supremacy under Apartheid, 1960–80|10.3138/cbmh.376-072019
Robust and facile purification of full-length, untagged human Nedd4 as a recombinant protein from Escherichia coli|10.1016/j.pep.2020.105649
The association between pain and impulse control behaviours in Parkinson's disease|10.1016/j.parkreldis.2020.07.005
The Choice Between Advanced Therapies for Parkinson’s Disease Patients: Why, What, and When?|10.3233/jpd-202104
The New Normal in Clinical Trials: Decentralized Studies|10.1002/ana.25892
The role of natural killer cells in Parkinson’s disease|10.1038/s12276-020-00505-7
Towards defining reference materials for measuring extracellular vesicle refractive index, epitope abundance, size and concentration|10.1080/20013078.2020.1816641
Video-tutorial for the Movement Disorder Society criteria for progressive supranuclear palsy|10.1016/j.parkreldis.2020.06.030
What People with Parkinson’s Disease Want|10.3233/jpd-202107
Acute phase markers in CSF reveal inflammatory changes in Alzheimer’s disease that intersect with pathology, APOE ε4, sex and age|10.1016/j.pneurobio.2020.101904
Estimation of bias-corrected intraclass correlation coefficient for unbalanced clustered studies with continuous outcomes|10.1080/03610918.2020.1811332
Perspective: Evolution of Control Variables and Policies for Closed-Loop Deep Brain Stimulation for Parkinson’s Disease Using Bidirectional Deep-Brain-Computer Interfaces|10.3389/fnhum.2020.00353
Risk of Chronic Cardiomyopathy Among Patients With the Acute Phase or Indeterminate Form of Chagas Disease|10.1001/jamanetworkopen.2020.15072
The Alzheimer's disease‐associated C99 fragment of APP regulates cellular cholesterol trafficking|10.15252/embj.2019103791
The Parkinson's Disease Genome‐Wide Association Study Locus Browser|10.1002/mds.28197
Transgenic Mice Expressing Human α-Synuclein in Noradrenergic Neurons Develop Locus Ceruleus Pathology and Nonmotor Features of Parkinson's Disease|10.1523/jneurosci.1468-19.2020
Dopamine-mediated improvements in dynamic balance control in Parkinson’s disease|10.1016/j.gaitpost.2020.08.132
Impact of Off Periods on Persons With Parkinson Disease and Care Partners|10.1212/cpj.0000000000000921
Striatal dopaminergic denervation and hypomimia in Parkinson's disease|10.1111/ene.14483
The Impact of COVID‐19 on Access to Parkinson's Disease Medication|10.1002/mds.28293
The MPTP-lesioned marmoset model of Parkinson’s disease: proposed efficacy thresholds that may potentially predict successful clinical trial results|10.1007/s00702-020-02247-2
Validation of differentially expressed brain‐enriched microRNAs in the plasma of PD patients|10.1002/acn3.51146
Dopaminergic Nigrostriatal Connectivity in Early Parkinson Disease: In Vivo Neuroimaging Study of 11C-DTBZ PET Combined with Correlational Tractography|10.2967/jnumed.120.248500
First-in-Human Evaluation of 18F-SynVesT-1, a Radioligand for PET Imaging of Synaptic Vesicle Glycoprotein 2A|10.2967/jnumed.120.249144
Long‐Term Follow‐Up and Evolution of ADCY5 — From a Ballistic to Dystonic Phenotype|10.1002/mdc3.13069
Loss‐of‐Function Variants in HOPS Complex Genes VPS16 and VPS41 Cause Early Onset Dystonia Associated with Lysosomal Abnormalities|10.1002/ana.25879
A Critical LRRK at the Synapse? The Neurobiological Function and Pathophysiological Dysfunction of LRRK2|10.3389/fnmol.2020.00153
Clinical and Demographic Characteristics of Upper Limb Dystonia|10.1002/mds.28223
Open-label titration of apomorphine sublingual film in patients with Parkinson's disease and “OFF” episodes|10.1016/j.parkreldis.2020.08.028
A New Dataset for Facial Motion Analysis in Individuals With Neurological Disorders|10.1109/jbhi.2020.3019242
Discriminative Accuracy of Plasma Phospho-tau217 for Alzheimer Disease vs Other Neurodegenerative Disorders|10.1001/jama.2020.12134
Multivariate prediction of dementia in Parkinson’s disease|10.1038/s41531-020-00121-2
Akinetic rigid symptoms are associated with decline in a cortical motor network in Parkinson’s disease|10.1038/s41531-020-00120-3
Depressive symptoms are associated with worse cognitive prognosis in patients with newly diagnosed idiopathic Parkinson disease|10.1111/psyg.12601
KMT2B-related disorders: expansion of the phenotypic spectrum and long-term efficacy of deep brain stimulation|10.1093/brain/awaa304
Reply To: Cerebral Vasomotor Reactivity in Parkinson's Disease: A Missing Link between Dysautonomia, White Matter Lesions, and Cognitive Decline?|10.1002/mdc3.13073
Stigma Consciousness and Work Outcomes of Senior Woman Administrators: The Role of Workplace Incivility|10.1123/jsm.2019-0422
The “zig-zag” sign in Progressive Supranuclear Palsy|10.1016/j.parkreldis.2020.08.014
Diphenyl triazine hybrids inhibit α-synuclein fibrillogenesis: Design, synthesis and in vitro efficacy studies|10.1016/j.ejmech.2020.112705
Interpretation of health-related quality of life outcomes in Parkinson’s disease from the EARLYSTIM Study|10.1371/journal.pone.0237498
Real-Life Gait Performance as a Digital Biomarker for Motor Fluctuations: The Parkinson@Home Validation Study|10.2196/19068
Diet pattern and prodromal features of Parkinson disease|10.1212/wnl.0000000000010523
Mitochondrial Function in Hereditary Spastic Paraplegia: Deficits in SPG7 but Not SPAST Patient-Derived Stem Cells|10.3389/fnins.2020.00820
Recent Advances on Graph Analytics and Its Applications in Healthcare|10.1145/3394486.3406469
Structure of LRRK2 in Parkinson’s disease and model for microtubule interaction|10.1038/s41586-020-2673-2
The Access Technology Program of the Indiana Clinical Translational Sciences Institute (CTSI): A model to facilitate access to cutting-edge technologies across a state|10.1017/cts.2020.525
A novel homozygous KY variant causing a complex neurological disorder|10.1016/j.ejmg.2020.104031
Huntingtin Aggregates in the Olfactory Bulb in Huntington’s Disease|10.3389/fnagi.2020.00261
Lowering the risk of Parkinson’s disease with GLP-1 agonists and DPP4 inhibitors in type 2 diabetes|10.1093/brain/awaa287
Prevalence of heterozygous mutations in Niemann-Pick type C genes in a cohort of progressive supranuclear palsy|10.1016/j.parkreldis.2020.08.013
The PRIAMO study: age- and sex-related relationship between prodromal constipation and disease phenotype in early Parkinson’s disease|10.1007/s00415-020-10156-3
Beyond PD-MCI: objectively defined subtle cognitive decline predicts future cognitive and functional changes|10.1007/s00415-020-10163-4
Building genomic infrastructure: Sequencing platinum‐standard reference‐quality genomes of all cetacean species|10.1111/mms.12721
Iron-responsive-like elements and neurodegenerative ferroptosis|10.1101/lm.052282.120
Parkinson disease with mild cognitive impairment: Domain‐specific cognitive complaints predict dementia|10.1111/ane.13326
Relationships between memory decline and the use of metformin or DPP4 inhibitors in people with type 2 diabetes with normal cognition or Alzheimer's disease, and the role APOE carrier status|10.1002/alz.12161
Anti-α-synuclein ASO delivered to monoamine neurons prevents α-synuclein accumulation in a Parkinson's disease-like mouse model and in monkeys|10.1016/j.ebiom.2020.102944
Association of specific biotypes in patients with Parkinson disease and disease progression|10.1212/wnl.0000000000010498
